Z mean train,Z variance train,KL Divergence,KL Loss,QF Loss,VF Loss,Policy Loss,Q Predictions Mean,Q Predictions Std,Q Predictions Max,Q Predictions Min,V Predictions Mean,V Predictions Std,V Predictions Max,V Predictions Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min,Z mean eval,Z variance eval,AverageTrainReturn_all_train_tasks,AverageReturn_all_train_tasks,AverageReturn_all_test_tasks,Number of train steps total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
127.473656,2.274499e-08,297008.75,29700.875,76482740.0,54357336.0,-123960.164,117632.555,202247.81,702408.8,-4317.7964,126561.89,212047.8,717019.4,-5696.47,53.225243,64.06206,267.27435,-12.947494,0.025313426,5.1116233,123.037346,-85.94942,-0.9815924,1.0290669,2.0,-11.46016,20.699808,0.013463741,166.44184750789492,256.4057843449176,225.56898996357887,348000,664660,0,341.14017942902865,58.25134212500416,6.753647284000181,406.145168838033,35958.91868322063,86
4.6903963,0.014075749,212797.06,21279.707,116272450.0,49354944.0,-182987.06,172332.92,263512.7,765051.0,-11578.819,183046.97,272082.66,774699.06,-12304.677,61.987305,70.33133,274.4489,-15.195786,0.14908703,5.6234593,125.55089,-74.322914,-1.1508167,1.2233617,2.0,-15.4527855,20.945923,0.0130351875,100.31641797052816,291.61949705599517,247.486794015203,352000,669842,0,341.63164163101465,58.300515727023594,6.84451058099512,406.77666793903336,36364.595895555685,87
1.8030207,0.029434824,323073.3,32307.332,118037140.0,55601370.0,-187673.53,176084.16,272159.75,963926.75,-5917.4214,187827.12,282483.0,980818.56,-5941.7812,57.18123,67.98218,321.13544,-16.738028,-0.12800056,5.5203767,176.55418,-90.636986,-0.9865442,1.1659154,2.0,-14.359295,6.0733395,0.0030004757,220.38032564850099,338.9152632215873,377.99158744756215,356000,675033,0,340.28687621402787,57.20263678004267,6.859830341069028,404.34934333513957,36774.26177906577,88
3.2980227,0.031249244,130487.16,13048.716,836706500.0,316977200.0,-314058.75,303843.03,308891.97,940857.56,-13364.054,316002.53,312489.12,951122.4,-12684.558,88.538635,67.54659,288.44104,-11.04653,0.09746561,6.777599,111.08282,-110.05626,-1.4563521,1.3245077,2.0,-10.757403,6.170214,0.008015571,428.9426027968645,700.8939448532716,652.2408093355615,360000,680364,0,339.50125151500106,62.51854487397941,7.431493861076888,409.45129025005735,37192.26141146786,89
2.2658212,0.020633014,59793.727,5979.3726,262685420.0,92126380.0,-287676.72,274001.2,285573.4,800676.75,-10600.117,286625.94,289607.6,809180.4,-12341.413,84.81525,59.75567,315.15344,-7.1538057,0.38990104,6.5169387,149.72006,-103.37051,-1.4967754,1.2672298,2.0,-17.681023,10.368073,0.005300467,346.6222785609219,498.1849616416951,533.8734670453874,364000,686076,0,341.29254663101165,71.06885203899583,8.014984969166107,420.3763836391736,37608.398492205946,90
6.1494327,0.01769894,26790.023,2679.0024,271101000.0,95565850.0,-258644.61,245729.8,220253.05,672759.5,-10799.751,258642.0,223082.4,677374.06,-16050.529,97.946014,54.761814,271.1957,-9.823326,0.7935722,6.7627397,141.56827,-94.70466,-1.7104145,1.2262713,2.0,-13.28046,8.526624,0.009116356,184.17275253584987,274.4078983245256,271.46867742740756,368000,691731,0,341.81366673100274,66.82894519198453,7.68375377706252,416.3263657000498,38017.87067954609,91
79.1751,1.3230287e-08,95082.72,9508.272,198639520.0,86540330.0,-254901.45,241282.06,261201.17,734516.44,-10555.611,253944.52,265571.34,744619.9,-8714.163,80.3279,62.63613,279.73785,-12.3250675,0.5590866,6.225648,137.38437,-114.16449,-1.4673486,1.2215075,2.0,-12.982344,72.041794,1.3537471e-08,179.12312774377062,238.6623457225471,212.91246109197297,372000,697020,0,340.41881562100025,59.97536412399495,7.264639560016803,407.658819305012,38423.36770376208,92
9.748991,0.0674582,90697.52,9069.753,174033020.0,64316556.0,-201048.88,191428.62,234044.75,732591.5,-9277.99,202085.94,240222.64,738474.75,-11403.729,79.04086,60.56106,282.64517,-8.175865,0.27381507,6.1722136,101.420975,-122.06318,-1.3390635,1.1994442,2.0,-17.08023,11.325718,0.024617603,249.36449200737312,245.4409373966867,233.08506225593945,376000,702267,0,340.74489713303046,57.814338293042965,6.946371624828316,405.50560705090174,38831.69984455791,93
87.71727,6.5085026e-09,211260.08,21126.008,175359420.0,51643616.0,-169824.05,162230.78,185268.7,591260.0,-9055.168,168819.28,187753.53,597093.5,-11225.795,86.170845,60.347466,280.02716,-12.019209,0.22490036,6.9406066,158.4763,-95.95863,-1.3160803,1.196107,2.0,-13.039261,8.161307,0.014235703,288.42764089213773,261.10644035701137,397.58872405821216,380000,707514,0,342.1702835820033,60.64162159396801,7.065291652048472,409.8771968280198,39243.49448953493,94
142.28876,2.145629e-09,99082.17,9908.218,175730750.0,82611544.0,-232749.72,222596.97,247237.11,801347.75,-12113.984,235229.84,253205.6,818778.4,-11102.23,99.664986,60.205647,302.7453,-10.691072,0.4449524,7.0935435,90.479576,-121.4646,-1.3948497,1.26233,2.0,-15.095254,71.70277,2.5754153e-08,277.2652813504047,260.11834273807506,236.22684573500538,384000,712856,0,340.0487133539864,62.559450687025674,7.191868320922367,409.8000323619344,39652.55048361287,95
56.606567,1.1722233e-08,245802.22,24580.223,64706410.0,26007218.0,-43129.395,40921.066,133770.7,702553.7,-12442.434,43386.574,138640.88,715720.2,-8121.1455,42.87362,48.45137,288.73508,-11.688212,0.37809497,3.8369493,67.273605,-63.18152,-0.8503825,0.81264925,2.0,-13.22634,25.650036,0.006756313,194.47486062223103,121.13228874302408,148.3513816542026,388000,718217,0,342.30333070101915,61.816022250044625,7.246332117065322,411.3656850681291,40059.37731800793,96
9.841553,0.0561532,549197.7,54919.77,35574800.0,16097026.0,-70576.62,67392.81,162587.31,605149.8,-7495.634,70526.016,167432.11,616136.94,-4739.0347,38.61631,52.510113,278.86688,-14.42023,0.15382686,4.2907996,163.90277,-87.99439,-0.7624963,0.8295206,2.0,-13.733839,108.77291,4.9274833e-09,81.78093623262289,72.3056454543533,72.0087859685974,392000,723708,0,342.4140158419614,57.27773488097591,7.352829661977012,407.0445803849143,40462.54990309279,97
261.10944,2.4347422e-09,4207338.5,420733.84,39518296.0,23878142.0,-58700.07,55575.418,167634.12,695130.9,-5518.9766,58231.324,173242.12,708246.2,-6230.883,16.034588,50.572865,287.45068,-17.557104,-0.08809623,3.7703912,133.99237,-71.58028,-0.54654,0.74649954,2.0,-11.102637,129.17969,2.0227788e-09,101.2357823076041,89.96854628862343,94.46072785584849,396000,728967,0,341.6095010529971,53.408160338993184,7.1158808479085565,402.1335422398988,40865.01411336684,98
160.65164,2.203494e-09,2466112.5,246611.25,11535556.0,6098047.0,-24456.719,23492.104,102372.516,567758.5,-3236.829,24611.678,106295.29,576338.9,-3293.0217,9.01875,40.094013,262.4029,-17.266716,0.007421867,2.8583927,133.70378,-122.77215,-0.44044474,0.6094914,2.0,-15.053333,113.60567,1.0096185e-08,191.32419183536953,136.10797180334743,162.00551308720893,400000,734343,0,341.50923310400685,53.73818314698292,7.183495616016444,402.4309118670062,41271.37733467773,99
169.66039,7.885534e-09,2002884.2,200288.42,15133944.0,12006934.0,-24139.34,22897.32,102207.94,587584.5,-5974.4053,24662.404,106727.45,600821.75,-4833.0264,12.330921,39.67677,262.0041,-18.851795,0.23022574,2.807515,117.01123,-79.014626,-0.48946214,0.63464737,2.0,-13.346888,20.109,0.03652102,240.20434188564116,179.90989770551596,282.14514848000385,404000,739846,0,341.5311209700303,57.67113770695869,7.463076224899851,406.66533490188885,41680.40004157275,100
148.24655,5.0943045e-09,384988.2,38498.82,6183512.0,2212261.5,-5241.3965,5001.4697,21863.47,157815.05,-3752.657,5255.244,22762.465,164402.36,-4996.4604,16.152584,33.602356,188.38348,-17.271591,0.23607372,2.1863174,37.520935,-35.20799,-0.60996836,0.5415903,2.0,-6.2846565,63.590576,5.4489444e-09,133.9443617876228,168.66121416281783,171.8871983845396,408000,745292,0,341.2682850550045,60.029141059028916,7.407290889997967,408.7047170040314,42085.28913181176,101
73.73026,2.3185236e-09,1342917.2,134291.73,28252.414,37941.445,-54.032032,62.81792,82.789764,253.14613,-631.13855,-118.99907,113.634224,280.7124,-813.44775,-8.023752,3.122208,21.956867,-18.025839,0.09739622,0.5564206,3.31676,-3.999991,-0.1612467,0.14053369,0.98776114,-1.1964469,31.006037,0.028985634,248.76477755208927,204.8484409063761,216.7262017159696,412000,750406,0,340.82473123201635,56.21421234396985,6.766880898154341,403.80582447414054,42492.87758945284,102
72.826416,0.0924225,330675.44,33067.543,65577216.0,21438084.0,-58312.363,55987.883,140915.02,589396.0,-1998.558,57739.297,143638.88,595329.1,-3054.3513,23.096933,63.289658,328.45828,-16.904667,0.07566285,5.388157,201.67998,-99.82137,-0.63998985,0.9614988,2.0,-13.922688,33.356483,5.3777907e-09,214.40518949880894,212.3063273791977,216.9596739100381,416000,755798,0,342.0034823140013,59.99782707198756,7.252149476844352,409.2534588628332,42900.673517926654,103
72.386,0.09733956,790339.4,79033.94,9951671.0,3849542.0,-18867.08,17841.22,78846.51,446058.72,-9835.352,19070.6,82322.71,456125.66,-4606.409,2.972643,36.011333,279.88748,-18.004478,0.084899195,2.3681276,110.03899,-62.4136,-0.4357636,0.60785586,2.0,-9.478185,43.272194,3.6638823e-09,265.4342574986851,224.89736780662508,234.7555735441179,420000,761001,0,341.7801291940268,58.54061963298591,6.791050991101656,407.1117998181144,43311.65414715186,104
122.11295,2.0730502e-08,897701.4,89770.14,18862394.0,9500699.0,-42844.36,40516.07,128351.93,646665.0,-5549.497,43084.027,133668.81,648401.7,-5151.5547,11.759785,49.257114,263.05405,-17.657486,0.039420865,3.4321446,117.271515,-72.716125,-0.5086323,0.7765532,2.0,-10.344717,23.385937,8.3384766e-10,124.15225493490446,193.75241787537007,229.95818720665545,424000,766326,0,340.3661180640338,62.41022197401617,7.278299173922278,410.05463921197224,43716.05907135282,105
63.274864,7.9324325e-09,814931.6,81493.164,1328412300.0,271339600.0,-198924.16,192357.53,429132.78,1415877.2,-3202.5088,197590.97,435537.38,1413624.1,-3455.5144,48.55854,85.67421,350.77634,-15.887518,0.4938745,17.047588,301.5072,-477.5565,-0.67244804,1.984529,2.0,-20.0,69.09074,1.1079566e-09,182.3375719999835,140.11344416199856,130.3528069165844,428000,771658,0,341.5370312180021,56.76103672705358,7.244106163037941,405.5421741080936,44121.96683619497,106
144.4603,1.1577262e-09,1075977.2,107597.73,8228781.5,3615179.5,-4067.839,3704.3633,16289.85,139708.42,-1780.7415,3989.5693,16931.525,151220.67,-3400.56,16.495106,46.549103,258.94092,-17.757153,0.067866065,3.4227052,91.614525,-58.602806,-0.5334546,0.73860055,2.0,-14.512093,44.65271,8.944313e-10,212.9756647657229,84.81996208282835,86.07668792148027,432000,776892,0,343.3682116480195,57.129221933020744,6.993644290079828,407.49107787112007,44529.25749560993,107
212.24661,2.12457e-09,1765064.8,176506.48,1837048.0,1480576.0,-233.60635,258.86548,1762.9027,29655.707,-4568.715,-150.39941,2418.4287,49559.242,-2264.4983,4.1417055,26.76343,235.76384,-18.782108,-0.009836395,1.7549502,56.127792,-43.459747,-0.34388408,0.41454858,2.0,-9.238447,66.654854,1.4764451e-09,95.72679331589913,74.83892211113722,76.26158996201801,436000,782191,0,342.29059413896175,56.92825029604137,7.1831623881007545,406.4020068231039,44931.73576223798,108
199.14444,5.78191e-09,6753634.0,675363.44,11860.332,3624.3933,137.03487,-119.129776,125.70741,673.7504,-690.1705,-156.04312,141.62737,162.24185,-712.8704,-8.251856,2.5816202,8.612981,-17.45178,-0.009587419,0.533771,3.0713713,-3.780027,-0.2318258,0.107868165,0.3312645,-0.9668415,53.495644,4.3738546e-09,166.24640014020935,157.3555308535879,143.05093211765055,440000,787353,0,340.8907999609946,53.00511673599249,6.970144790073391,400.8660614870605,45337.823315488116,109
169.09831,6.2057155e-09,6869791.0,686979.1,3779988.5,1087142.0,-939.0987,886.62756,5256.9434,188341.11,-2485.234,899.7864,5433.64,209582.28,-2089.8516,-1.843904,35.640358,214.87256,-16.764172,-0.07623259,2.5826008,62.190624,-68.306114,-0.22951722,0.38706097,2.0,-9.154886,19.752268,2.09171e-08,134.11782975571654,188.39331184150967,185.8063618108457,444000,792682,0,342.17507302202284,58.228076613973826,7.4529550520237535,407.8561046880204,45747.03009978018,110
68.96617,5.8146448e-09,766890.4,76689.04,54392336.0,20609856.0,-20605.975,19343.39,62777.43,346043.2,-3163.2239,20701.021,65791.414,354427.6,-6202.7744,30.812891,67.06025,318.60294,-17.328894,0.22941773,7.687758,109.10249,-118.27037,-0.48268712,0.9865118,2.0,-20.0,18.064415,8.942823e-10,101.93905905700503,369.7029417974631,383.5841208344183,448000,797967,0,342.57637515105307,59.579606613959186,7.561563734023366,409.7175454990356,46159.79985072208,111
77.27964,3.316878e-09,1500709.1,150070.92,107656.08,39530.043,-129.28688,117.05339,433.8125,5146.102,-1837.135,200.14828,469.25446,5657.7173,-1393.2892,-2.3060174,13.640743,143.10013,-17.28245,-0.039141666,0.9718107,13.014933,-14.42937,-0.338054,0.22367372,2.0,-2.6700313,103.338425,4.1417083e-09,149.79942828484653,373.12958884102886,321.9460030899638,452000,803375,0,340.6228198540048,62.63254829798825,7.875000975036528,411.13036912702955,46570.11848102423,112
168.32912,1.7814321e-09,1365948.5,136594.86,66233924.0,93174300.0,-11817.054,11648.98,45840.523,279324.4,-3508.8298,8927.376,39747.75,249860.38,-5739.0146,13.995483,43.455746,261.18057,-18.423311,0.17408356,3.1122792,88.85029,-60.535397,-0.36594003,0.64260435,2.0,-14.831278,72.99742,2.0452526e-09,84.01361389013705,166.07231132829423,134.00662763650743,456000,808680,0,342.152380806976,61.821552795008756,7.323102144931909,411.29703574691666,46975.40731126309,113
336.47678,1.7450141e-09,7767021.5,776702.2,21324.602,8110.264,-288.33228,296.3504,101.69879,676.55273,-197.66513,267.10345,108.31566,2456.159,-946.0848,-3.8649554,4.0832577,33.12786,-15.473167,-0.07355953,0.8064466,3.1463583,-3.9729528,-0.27048612,0.122441284,0.32393992,-1.0999675,142.111,0.033474255,131.5473228808717,139.69756213378722,145.74483037294488,460000,814034,0,341.6982665929827,55.81422535900492,7.476899013970979,404.9893909659586,47384.172958322044,114
358.38873,1.3715457e-09,3540890.0,354089.0,929528.6,337283.8,796.7263,-739.72864,649.7507,2108.757,-9365.297,-703.88367,762.84094,2434.1785,-22140.377,9.510184,11.164196,93.281746,-13.729962,0.37918591,1.3514546,9.08672,-7.2504034,-0.43464082,0.2772105,2.0,-3.3410342,222.98767,0.029532453,272.4966286428659,334.7504298399525,327.5331983973583,464000,819380,0,340.7014704589965,59.59104800299974,7.935558698954992,408.2280771609512,47799.34235947812,115
234.1108,2.8144342e-09,7692311.0,769231.1,44591.062,8446.102,464.87665,-471.17816,189.647,71.78063,-1748.882,-450.50262,195.03842,-8.252595,-3511.41,-0.8896538,3.916897,43.446663,-14.610868,0.12885907,0.9319709,5.1847734,-4.1256037,-0.3702333,0.13297246,0.30438447,-1.2040281,249.4447,0.025307756,222.8148162304503,234.58384722698625,232.36383364688362,468000,824695,0,341.61766132502817,66.5330555930268,7.801383847021498,415.95210076507647,48211.25954466517,116
351.20306,5.8013248e-09,10576599.0,1057659.9,4512.801,1295.1191,-58.492706,73.800735,60.533028,288.56732,-922.46857,69.777626,58.306835,171.76755,-579.8809,-8.091537,2.6941087,12.788748,-19.373817,0.03071408,0.52639407,2.7197618,-2.3256073,-0.2460371,0.10750439,0.07505369,-0.8711873,47.971504,5.4039917e-10,98.09806556521171,235.97351813893025,222.32502199123192,472000,829884,0,341.8374791390379,62.49897959601367,7.478790383902378,411.81524911895394,48617.31585079408,117
131.00491,4.0420467e-08,1439817.6,143981.77,26220.283,6471.913,-171.71109,166.91959,136.84431,1776.0835,-2171.0066,167.94705,155.14441,857.9011,-2883.8723,-9.03669,3.633762,46.142185,-20.317192,-0.014097585,0.45850915,4.2743235,-3.3883133,-0.22572622,0.116608106,0.11496532,-1.1917214,270.0843,1.2426628e-09,178.1799984431558,169.63072541266422,178.6331580747147,476000,835199,0,341.52815539902076,56.740609353990294,7.565955770143773,405.83472052315483,49028.57874422526,118
60.869965,1.233936e-09,678341.7,67834.17,28436.121,10614.977,-232.6561,243.86646,148.78334,885.21747,-1144.1692,231.35567,160.81998,1333.1139,-2368.1458,-7.57341,4.459006,38.216995,-17.5242,0.083734676,0.5767912,3.645317,-3.7193403,-0.25326142,0.10837907,0.040607303,-1.2522671,33.169876,1.8113653e-09,117.07881292798679,126.83040554302717,141.97589815094014,480000,840505,0,341.06940941297216,62.1696415800252,7.472954714146908,410.7120057071443,49435.93303949229,119
86.03865,8.101253e-10,475892.62,47589.26,9449.65,2928.52,-329.96613,331.29498,153.53445,613.0836,-572.88,328.59082,142.35667,572.0083,-869.1675,-5.479533,3.8382683,17.226435,-16.785599,-0.07927631,0.7081891,2.9498982,-2.9548116,-0.29016128,0.0969683,0.12171957,-0.76939285,230.7355,2.013086e-08,151.54833072356465,117.3292472653421,123.8906225831897,484000,845688,0,342.51786504901247,58.81285545398714,7.2273444550228305,408.55806495802244,49844.69506747229,120
71.70088,6.0413025e-10,241957.56,24195.756,4414.0527,1178.3594,-294.79175,289.83185,139.66805,607.20416,-221.14001,297.54843,138.21626,625.8764,-200.13339,-6.3758407,2.9665444,5.9529324,-17.145077,0.30447984,0.59296834,2.450729,-3.4580407,-0.25617653,0.099029206,0.036510646,-0.8106939,12.70343,1.8047075e-10,158.59700261482948,271.96039607647486,300.60526299824375,488000,850911,0,340.11188257299364,59.0171763820108,7.236931101884693,406.36599005688913,50253.22026518732,121
58.947815,8.748744e-10,113441.7,11344.171,5517.0327,1511.1201,-394.60074,386.03577,167.55554,905.99005,-379.47186,404.21283,163.47498,766.0082,-466.41177,-4.4619713,3.98859,43.537632,-16.36613,0.3637134,0.70069313,3.016798,-3.821954,-0.26332146,0.1350923,0.011580825,-1.5550939,55.128723,1.6718257e-10,275.8494164187399,291.97049225238567,296.1048108574448,492000,856095,0,341.0377235580236,61.1775793050183,6.95732423098525,409.1726270940271,50668.60665200639,122
11.928356,5.030793e-10,21720.76,2172.076,3699.6753,837.7513,-501.57074,492.87134,195.42056,887.6713,-262.32428,512.42566,189.26984,885.12524,-165.61302,-3.7445736,3.3649747,13.75617,-22.255676,0.36104834,0.7467526,2.636226,-2.1128414,-0.26732937,0.14292622,0.04529485,-1.3609699,10.687213,1.6911647e-10,357.57216676477543,255.60378021284654,249.9645428857323,496000,861510,0,341.5411213550251,67.39171808102401,7.726353696954902,416.659193133004,51085.3241471214,123
5.964404,6.350721e-10,4237.582,423.7582,2966.4656,569.308,-657.6613,631.39575,277.44464,1012.27765,-160.95575,652.49756,275.88538,1032.5688,-164.24951,-4.1668797,4.0809135,15.728496,-18.970984,0.24182948,0.76480407,3.2938485,-3.290528,-0.28143084,0.12925735,0.06731677,-0.7525111,9.918109,2.773774e-10,357.3220068482253,340.32590135650213,338.6701638557192,500000,866837,0,341.4525578939938,67.4506894100341,7.436312703997828,416.3395600080257,51500.28056838532,124
4.3952055,5.5924865e-10,1818.6161,181.86162,3266.4873,760.6145,-762.6581,725.8255,348.3758,1200.8312,-62.149303,748.5725,350.06778,1217.9839,-105.21824,-4.5475492,4.938804,16.333593,-17.257202,0.23296294,0.7509298,3.9998698,-3.2891417,-0.2920024,0.14295655,0.025268018,-0.8219595,11.291165,2.0377156e-10,500.2059553528626,425.6035083803662,418.98611174327783,504000,872166,0,341.77300665096845,66.06826501199976,7.233685196959414,415.0749568599276,51916.68219946424,125
3.75848,6.369133e-10,1394.1543,139.41544,3581.5515,728.9913,-922.4256,878.543,444.30045,1475.9089,-53.180958,910.7199,441.6716,1483.6163,-84.66984,-3.8520174,5.2366247,32.9849,-16.041603,0.25390592,0.77038443,3.7404616,-3.264084,-0.33870837,0.15888862,0.009105831,-0.9185684,13.214745,1.8311345e-10,439.7414557924677,452.7018968475844,457.6487262014071,508000,877501,0,342.4840724830283,67.39584980299696,7.004634920856915,416.88455720688216,52335.50610493001,126
2.212794,5.5682847e-10,1113.9983,111.39983,3487.5078,918.98865,-1035.0148,994.14606,530.50116,1697.6501,-95.87131,1024.227,528.8826,1707.7926,-91.34899,-2.6262858,5.484013,23.717136,-17.752712,0.20342307,0.840277,4.916419,-3.756147,-0.39028227,0.19336198,0.0014349222,-1.3350174,5.969083,1.9273683e-10,478.73563038877745,467.2273989184163,460.19671103811794,512000,882894,0,342.04074509599013,69.33585915900767,7.245873190055136,418.62247744505294,52755.9000316491,127
1.0837336,5.4132154e-10,1038.1982,103.819824,3995.9202,1025.5914,-1120.072,1081.7842,585.12317,1898.0402,-134.34264,1130.2705,579.03436,1915.1886,-134.48616,-1.7306603,5.653787,27.542873,-15.352704,0.18297088,0.87788457,4.3167734,-5.444444,-0.42049444,0.20619915,0.14261164,-1.4584961,4.629449,1.6071391e-10,513.7541101320335,545.500988820108,496.82312357643866,516000,888244,0,341.36471340298885,71.10802298301132,7.1619234319077805,419.63465981790796,53175.38835389004,128
1.8768818,6.5232e-10,950.29126,95.02913,4368.238,1136.6775,-1185.49,1125.9591,614.67255,2028.3677,-90.430664,1172.8279,614.74756,2046.8766,-105.288,-0.423942,6.614186,37.238205,-15.469597,0.12965558,0.95059377,5.728221,-5.6929264,-0.4476149,0.21523029,0.47080985,-1.5738609,3.843718,1.7790412e-10,585.8530019017014,627.0738662541379,619.0925458416248,520000,893662,0,342.15427326899953,70.96343576803338,7.260953900928143,420.37866293796105,53598.71721898299,129
1.1107984,5.711439e-10,1044.0929,104.409294,4938.7427,1101.1575,-1225.1016,1184.1938,665.8989,2194.268,-123.381744,1222.1414,668.0009,2207.9841,-81.519394,0.256453,6.2607617,38.797997,-16.50688,0.13165152,0.9743178,4.729802,-4.467496,-0.4709804,0.20487489,-0.052457362,-1.4404416,2.3258064,3.1246242e-10,547.0075299420047,575.177384174669,550.5091251448991,524000,899241,0,340.4666982970084,73.91339561797213,7.484706484130584,421.8648003991111,54017.360105581116,130
0.9027176,5.8207583e-10,1062.6046,106.26046,6218.87,1057.204,-1258.3953,1207.9668,679.86273,2240.7544,-76.570984,1262.3341,680.4604,2251.714,-96.61802,0.54381883,6.377046,34.29473,-16.115412,0.12384311,0.9865722,4.762451,-3.8376062,-0.48051044,0.20719537,-0.038718954,-1.4722309,2.4695039,2.4462726e-10,585.9888328871914,530.6123795787963,525.964368436958,528000,904720,0,341.58033781300765,70.69243400200503,7.197163054079283,419.46993486909196,54436.28861416323,131
1.745394,5.7732585e-10,975.65515,97.56551,4751.6055,1265.5564,-1299.5573,1232.875,714.7469,2290.5486,-78.49122,1295.2976,717.7487,2326.4617,-117.630714,1.391221,6.6555524,33.339638,-20.830364,0.13088374,1.0248433,4.6190014,-4.410816,-0.47682667,0.21864855,0.048711255,-1.4301184,0.9360943,2.1249595e-10,606.968998302563,541.9605875711537,574.3302753407683,532000,910561,0,342.6596004330204,70.1517216200009,7.693123088916764,420.50444514193805,54856.976124747074,132
2.025591,7.337977e-10,1022.02295,102.20229,5370.7754,1481.8999,-1317.2842,1256.2351,721.05927,2335.2175,-133.85852,1299.9851,722.09796,2358.5117,-128.9835,1.3099246,6.5538197,33.951,-16.513338,0.14648497,1.029472,4.2365384,-4.1330795,-0.4627707,0.18957523,-0.0025334656,-1.2802291,1.8275163,2.6110797e-10,566.8140975711341,499.14443002072636,531.2930419408926,536000,916255,0,342.29849285504315,70.33558629098115,7.528908693930134,420.16298783995444,55275.059053961246,133
1.0911262,6.17562e-10,967.3513,96.73513,5481.6943,1254.7513,-1370.0371,1318.6748,734.16974,2370.9404,-80.84647,1360.0056,731.9679,2373.7727,-122.73465,1.7835417,7.019772,36.903633,-14.221617,0.16276349,1.0469145,4.155115,-4.4963064,-0.46882463,0.20540091,-0.018689185,-1.4627562,1.3268068,2.8321825e-10,640.9041575268644,586.4206504718096,664.0762645309359,540000,922312,0,342.29275886400137,68.25633666699287,7.855055804073345,418.4041513350676,55696.76684386935,134
1.1187913,5.291728e-10,947.0498,94.70498,5941.725,1272.3175,-1383.4429,1342.7019,747.83014,2408.7422,-127.10724,1384.0508,742.89514,2416.2341,-168.86505,2.3140917,7.1652865,36.195503,-12.998551,0.16795157,1.0667706,4.2612348,-5.4092216,-0.47966352,0.19158861,0.3462833,-1.3556552,0.79916465,2.423898e-10,650.7762913647314,679.1839414594446,745.942874898367,544000,928054,0,340.4813433889649,71.56089060899103,7.419191398075782,419.4614253960317,56118.096041512385,135
2.453882,5.888258e-10,974.8336,97.48336,5707.13,1311.4573,-1389.3857,1318.4352,761.23486,2407.8484,-101.47085,1385.403,755.45496,2436.758,-77.16773,2.532534,7.4735017,35.60094,-13.701025,0.15364926,1.0758878,4.508577,-4.5470247,-0.48943025,0.19829659,0.06732157,-1.5639336,1.1294761,2.2565819e-10,635.8709878631267,657.2835993344396,660.6854498292191,548000,933693,0,341.4426352789742,73.429476438032,7.3680149790016,422.2401266960078,56538.83254709543,136
2.0042877,6.2332306e-10,957.63135,95.76314,4987.7026,1337.5525,-1430.3818,1366.3527,773.14764,2493.2263,-145.23505,1420.8562,764.9964,2497.8145,-113.72059,2.4026113,7.606515,37.15161,-15.122005,0.17982623,1.065263,4.4072905,-4.979119,-0.4937848,0.20030622,0.04021439,-1.2948797,0.89012206,3.3913378e-10,698.1270296233632,709.9011242316296,718.5234876299387,552000,939696,0,341.2449373360141,71.92660606099525,7.808073429041542,420.9796168260509,56964.37821407948,137
1.3939558,6.601226e-10,973.22186,97.32219,5200.3667,1882.9358,-1386.5074,1339.7633,769.12573,2552.5066,-68.64985,1375.5244,770.33215,2544.0906,-134.56262,2.9742985,7.541388,40.173847,-14.801958,0.16032194,1.1009245,4.1660814,-4.966144,-0.48488897,0.1949532,0.016825542,-1.388679,0.68919146,2.760677e-10,685.4975498788757,816.9788814200346,724.667858817732,556000,945419,0,341.2250238530105,76.49351422896143,7.707591612066608,425.42612969403854,57388.50239426462,138
0.73356014,7.57848e-10,919.29224,91.92922,5721.1147,1356.9402,-1420.043,1374.2222,767.1646,2517.2417,-71.27766,1416.1484,766.41974,2525.088,-172.76418,2.1607642,7.3628836,32.087364,-17.391277,0.124932006,1.066966,4.5404425,-4.7878428,-0.47902521,0.21684876,0.0071667433,-1.5097277,0.97190094,3.7678935e-10,745.9119352544076,827.502942739156,774.0713915228315,560000,951503,0,342.4937306760112,75.19305691798218,7.986542113008909,425.67332970700227,57814.24298540159,139
1.3915846,1.5410848e-09,916.5671,91.65671,5670.054,1521.6147,-1402.922,1357.3917,748.8692,2508.737,-73.39225,1406.2036,748.6991,2554.2383,-105.4501,1.9082932,6.9451447,32.420235,-16.663685,0.14132363,1.0462358,4.3520703,-4.80118,-0.47998378,0.20461316,-0.0015326589,-1.4744289,0.6401973,3.4231856e-10,691.2036218090117,718.5857143887926,738.2236461394025,564000,957475,0,342.3186849200283,75.26049377699383,7.739985499938484,425.3191641969606,58238.13823120447,140
0.89825535,7.967559e-10,898.1831,89.81831,4923.208,1345.8865,-1349.156,1315.0935,753.626,2533.43,-116.27048,1357.714,748.9506,2539.0334,-79.11258,2.0140328,7.5862956,42.547424,-16.496368,0.1247997,1.0540208,3.985141,-5.03119,-0.48488477,0.2182399,0.33838168,-1.5141702,0.91214293,4.5792564e-10,647.242943233825,589.3559492388792,609.0978379369024,568000,963143,0,341.1834553339868,73.83958472497761,7.400792960950639,422.42383301991504,58657.4995229434,141
